timestamp_iso,status_code,latency_ms,error
2026-08-30T00:56:47.932532+00:00,200,41.71,
2026-08-30T00:56:47.964164+00:00,200,20.99,
2026-08-30T00:56:47.951159+00:00,200,61.56,
2026-08-30T00:56:48.001641+00:00,200,14.16,
2026-08-30T00:56:47.976532+00:00,200,45.98,
2026-08-30T00:56:48.015908+00:00,200,9.3,
2026-08-30T00:56:48.031856+00:00,200,10.58,
2026-08-30T00:56:48.047447+00:00,200,11.84,
2026-08-30T00:56:48.059409+00:00,200,10.26,
2026-08-30T00:56:48.079646+00:00,200,10.19,
2026-08-30T00:56:48.095621+00:00,200,9.0,
2026-08-30T00:56:48.111242+00:00,200,11.29,
2026-08-30T00:56:48.122644+00:00,200,10.12,
2026-08-30T00:56:48.142273+00:00,200,10.23,
2026-08-30T00:56:48.157553+00:00,200,9.71,
2026-08-30T00:56:48.172843+00:00,200,10.95,
2026-08-30T00:56:48.187872+00:00,200,12.0,
2026-08-30T00:56:48.199991+00:00,200,10.85,
2026-08-30T00:56:48.218237+00:00,200,11.69,
2026-08-30T00:56:48.230024+00:00,200,11.65,
2026-08-30T00:56:48.241774+00:00,200,11.08,
2026-08-30T00:56:48.252979+00:00,200,13.67,
2026-08-30T00:56:48.266768+00:00,200,12.23,
2026-08-30T00:56:48.279115+00:00,200,12.62,
2026-08-30T00:56:48.291844+00:00,200,12.92,
2026-08-30T00:56:48.304868+00:00,200,11.42,
2026-08-30T00:56:48.316393+00:00,200,11.47,
2026-08-30T00:56:48.327978+00:00,200,12.81,
2026-08-30T00:56:48.340880+00:00,200,13.33,
2026-08-30T00:56:48.354307+00:00,200,12.77,
2026-08-30T00:56:48.367206+00:00,200,11.43,
2026-08-30T00:56:48.378738+00:00,200,12.15,
2026-08-30T00:56:48.390977+00:00,200,11.76,
2026-08-30T00:56:48.402841+00:00,200,12.89,
2026-08-30T00:56:48.415834+00:00,200,13.54,
2026-08-30T00:56:48.429486+00:00,200,11.83,
2026-08-30T00:56:48.441693+00:00,200,12.14,
2026-08-30T00:56:48.453927+00:00,200,12.03,
2026-08-30T00:56:48.466167+00:00,200,12.01,
2026-08-30T00:56:48.478268+00:00,200,13.62,
2026-08-30T00:56:48.492026+00:00,200,13.25,
2026-08-30T00:56:48.505373+00:00,200,13.04,
