timestamp_iso,status_code,latency_ms,error
2026-08-30T00:27:13.394835+00:00,200,74.18,
2026-08-30T00:27:13.460910+00:00,200,17.82,
2026-08-30T00:27:13.522756+00:00,200,10.24,
2026-08-30T00:27:13.585720+00:00,200,11.81,
2026-08-30T00:27:13.648348+00:00,200,15.24,
2026-08-30T00:27:13.708566+00:00,200,11.37,
2026-08-30T00:27:13.769439+00:00,200,11.73,
2026-08-30T00:27:13.832335+00:00,200,14.62,
2026-08-30T00:27:13.894903+00:00,200,9.94,
2026-08-30T00:27:13.958151+00:00,200,12.91,
2026-08-30T00:27:14.020396+00:00,200,12.6,
2026-08-30T00:27:14.083047+00:00,200,11.02,
2026-08-30T00:27:14.145742+00:00,200,11.64,
2026-08-30T00:27:14.207955+00:00,200,12.3,
2026-08-30T00:27:14.268436+00:00,200,10.78,
2026-08-30T00:27:14.331340+00:00,200,10.25,
2026-08-30T00:27:14.391840+00:00,200,11.49,
2026-08-30T00:27:14.453968+00:00,200,10.08,
2026-08-30T00:27:14.516934+00:00,200,10.46,
2026-08-30T00:27:14.580765+00:00,200,11.49,
2026-08-30T00:27:14.643246+00:00,200,11.87,
2026-08-30T00:27:14.704973+00:00,200,11.97,
2026-08-30T00:27:14.766932+00:00,200,11.16,
2026-08-30T00:27:14.828771+00:00,200,12.01,
2026-08-30T00:27:14.891612+00:00,200,10.57,
2026-08-30T00:27:14.953363+00:00,200,10.46,
2026-08-30T00:27:15.015405+00:00,200,11.17,
2026-08-30T00:27:15.078070+00:00,200,10.45,
2026-08-30T00:27:15.140689+00:00,200,11.61,
2026-08-30T00:27:15.202103+00:00,200,12.99,
2026-08-30T00:27:15.264510+00:00,200,14.46,
2026-08-30T00:27:15.327045+00:00,200,12.86,
2026-08-30T00:27:15.389194+00:00,200,12.84,
2026-08-30T00:27:15.450734+00:00,200,11.84,
2026-08-30T00:27:15.513495+00:00,200,14.54,
2026-08-30T00:27:15.574973+00:00,200,13.21,
2026-08-30T00:27:15.639004+00:00,200,12.05,
2026-08-30T00:27:15.700098+00:00,200,12.09,
2026-08-30T00:27:15.762946+00:00,200,11.61,
2026-08-30T00:27:15.824571+00:00,200,12.51,
2026-08-30T00:27:15.887381+00:00,200,12.47,
2026-08-30T00:27:15.950155+00:00,200,15.16,
2026-08-30T00:27:16.012536+00:00,200,12.51,
2026-08-30T00:27:16.074476+00:00,200,13.4,
2026-08-30T00:27:16.137695+00:00,200,13.91,
2026-08-30T00:27:16.199800+00:00,200,14.45,
2026-08-30T00:27:16.260969+00:00,200,13.8,
2026-08-30T00:27:16.322645+00:00,200,13.62,
2026-08-30T00:27:16.385357+00:00,200,13.65,
2026-08-30T00:27:16.447677+00:00,200,17.73,
2026-08-30T00:27:16.510527+00:00,200,12.25,
2026-08-30T00:27:16.572794+00:00,200,11.48,
2026-08-30T00:27:16.633976+00:00,200,13.04,
2026-08-30T00:27:16.696063+00:00,200,17.7,
2026-08-30T00:27:16.758902+00:00,200,16.28,
2026-08-30T00:27:16.821115+00:00,200,14.99,
2026-08-30T00:27:16.882611+00:00,200,11.74,
2026-08-30T00:27:16.944100+00:00,200,14.72,
2026-08-30T00:27:17.006724+00:00,200,15.94,
2026-08-30T00:27:17.068271+00:00,200,19.46,
2026-08-30T00:27:17.129315+00:00,200,12.75,
2026-08-30T00:27:17.191929+00:00,200,13.34,
2026-08-30T00:27:17.254360+00:00,200,14.62,
2026-08-30T00:27:17.316523+00:00,200,12.98,
2026-08-30T00:27:17.383095+00:00,200,14.18,
2026-08-30T00:27:17.439956+00:00,200,13.55,
2026-08-30T00:27:17.503016+00:00,200,14.73,
2026-08-30T00:27:17.565216+00:00,200,14.47,
2026-08-30T00:27:17.626990+00:00,200,15.61,
2026-08-30T00:27:17.686987+00:00,200,16.45,
2026-08-30T00:27:17.748109+00:00,200,13.93,
2026-08-30T00:27:17.810788+00:00,200,13.57,
2026-08-30T00:27:17.871397+00:00,200,12.2,
2026-08-30T00:27:17.933002+00:00,200,16.83,
2026-08-30T00:27:17.995894+00:00,200,15.68,
2026-08-30T00:27:18.056769+00:00,200,13.72,
2026-08-30T00:27:18.119902+00:00,200,14.29,
2026-08-30T00:27:18.182288+00:00,200,13.27,
2026-08-30T00:27:18.244014+00:00,200,14.24,
2026-08-30T00:27:18.305820+00:00,200,13.24,
2026-08-30T00:27:18.368476+00:00,200,15.62,
2026-08-30T00:27:18.432272+00:00,200,18.86,
2026-08-30T00:27:18.495106+00:00,200,13.97,
2026-08-30T00:27:18.556056+00:00,200,14.09,
2026-08-30T00:27:18.616929+00:00,200,13.02,
2026-08-30T00:27:18.679160+00:00,200,28.55,
2026-08-30T00:27:18.743638+00:00,200,27.14,
2026-08-30T00:27:18.802323+00:00,200,65.13,
2026-08-30T00:27:18.857937+00:00,200,22.27,
2026-08-30T00:27:18.912937+00:00,200,15.32,
2026-08-30T00:27:18.975310+00:00,200,16.31,
2026-08-30T00:27:19.036535+00:00,200,15.72,
2026-08-30T00:27:19.098495+00:00,200,14.96,
2026-08-30T00:27:19.159677+00:00,200,23.94,
2026-08-30T00:27:19.220958+00:00,200,17.32,
2026-08-30T00:27:19.281960+00:00,200,14.34,
2026-08-30T00:27:19.343423+00:00,200,16.0,
2026-08-30T00:27:19.406196+00:00,200,13.17,
